oil_leak_train_10\cur.jpg,oil_leak_train_10\hist.jpg,oil_leak_train_10\cur_gt.png
oil_leak_train_747\cur.jpg,oil_leak_train_747\hist.jpg,oil_leak_train_747\cur_gt.png
oil_leak_train_749\cur.jpg,oil_leak_train_749\hist.jpg,oil_leak_train_749\cur_gt.png
oil_leak_train_75\cur.jpg,oil_leak_train_75\hist.jpg,oil_leak_train_75\cur_gt.png
oil_leak_train_750\cur.jpg,oil_leak_train_750\hist.jpg,oil_leak_train_750\cur_gt.png
oil_leak_train_751\cur.jpg,oil_leak_train_751\hist.jpg,oil_leak_train_751\cur_gt.png
oil_leak_train_752\cur.jpg,oil_leak_train_752\hist.jpg,oil_leak_train_752\cur_gt.png
oil_leak_train_754\cur.jpg,oil_leak_train_754\hist.jpg,oil_leak_train_754\cur_gt.png
oil_leak_train_755\cur.jpg,oil_leak_train_755\hist.jpg,oil_leak_train_755\cur_gt.png
oil_leak_train_756\cur.jpg,oil_leak_train_756\hist.jpg,oil_leak_train_756\cur_gt.png
oil_leak_train_757\cur.jpg,oil_leak_train_757\hist.jpg,oil_leak_train_757\cur_gt.png
oil_leak_train_758\cur.jpg,oil_leak_train_758\hist.jpg,oil_leak_train_758\cur_gt.png
oil_leak_train_759\cur.jpg,oil_leak_train_759\hist.jpg,oil_leak_train_759\cur_gt.png
oil_leak_train_76\cur.jpg,oil_leak_train_76\hist.jpg,oil_leak_train_76\cur_gt.png
oil_leak_train_761\cur.jpg,oil_leak_train_761\hist.jpg,oil_leak_train_761\cur_gt.png
oil_leak_train_762\cur.jpg,oil_leak_train_762\hist.jpg,oil_leak_train_762\cur_gt.png
oil_leak_train_763\cur.jpg,oil_leak_train_763\hist.jpg,oil_leak_train_763\cur_gt.png
oil_leak_train_764\cur.jpg,oil_leak_train_764\hist.jpg,oil_leak_train_764\cur_gt.png
oil_leak_train_765\cur.jpg,oil_leak_train_765\hist.jpg,oil_leak_train_765\cur_gt.png
oil_leak_train_766\cur.jpg,oil_leak_train_766\hist.jpg,oil_leak_train_766\cur_gt.png
oil_leak_train_767\cur.jpg,oil_leak_train_767\hist.jpg,oil_leak_train_767\cur_gt.png
oil_leak_train_768\cur.jpg,oil_leak_train_768\hist.jpg,oil_leak_train_768\cur_gt.png
oil_leak_train_769\cur.jpg,oil_leak_train_769\hist.jpg,oil_leak_train_769\cur_gt.png
oil_leak_train_77\cur.jpg,oil_leak_train_77\hist.jpg,oil_leak_train_77\cur_gt.png
oil_leak_train_770\cur.jpg,oil_leak_train_770\hist.jpg,oil_leak_train_770\cur_gt.png
oil_leak_train_771\cur.jpg,oil_leak_train_771\hist.jpg,oil_leak_train_771\cur_gt.png
oil_leak_train_772\cur.jpg,oil_leak_train_772\hist.jpg,oil_leak_train_772\cur_gt.png
oil_leak_train_773\cur.jpg,oil_leak_train_773\hist.jpg,oil_leak_train_773\cur_gt.png
oil_leak_train_774\cur.jpg,oil_leak_train_774\hist.jpg,oil_leak_train_774\cur_gt.png
oil_leak_train_775\cur.jpg,oil_leak_train_775\hist.jpg,oil_leak_train_775\cur_gt.png
oil_leak_train_776\cur.jpg,oil_leak_train_776\hist.jpg,oil_leak_train_776\cur_gt.png
oil_leak_train_777\cur.jpg,oil_leak_train_777\hist.jpg,oil_leak_train_777\cur_gt.png
oil_leak_train_778\cur.jpg,oil_leak_train_778\hist.jpg,oil_leak_train_778\cur_gt.png
oil_leak_train_779\cur.jpg,oil_leak_train_779\hist.jpg,oil_leak_train_779\cur_gt.png
oil_leak_train_780\cur.jpg,oil_leak_train_780\hist.jpg,oil_leak_train_780\cur_gt.png
oil_leak_train_781\cur.jpg,oil_leak_train_781\hist.jpg,oil_leak_train_781\cur_gt.png
oil_leak_train_782\cur.jpg,oil_leak_train_782\hist.jpg,oil_leak_train_782\cur_gt.png
oil_leak_train_783\cur.jpg,oil_leak_train_783\hist.jpg,oil_leak_train_783\cur_gt.png
oil_leak_train_784\cur.jpg,oil_leak_train_784\hist.jpg,oil_leak_train_784\cur_gt.png
oil_leak_train_785\cur.jpg,oil_leak_train_785\hist.jpg,oil_leak_train_785\cur_gt.png
oil_leak_train_786\cur.jpg,oil_leak_train_786\hist.jpg,oil_leak_train_786\cur_gt.png
oil_leak_train_787\cur.jpg,oil_leak_train_787\hist.jpg,oil_leak_train_787\cur_gt.png
oil_leak_train_788\cur.jpg,oil_leak_train_788\hist.jpg,oil_leak_train_788\cur_gt.png
oil_leak_train_789\cur.jpg,oil_leak_train_789\hist.jpg,oil_leak_train_789\cur_gt.png
oil_leak_train_790\cur.jpg,oil_leak_train_790\hist.jpg,oil_leak_train_790\cur_gt.png
oil_leak_train_791\cur.jpg,oil_leak_train_791\hist.jpg,oil_leak_train_791\cur_gt.png
oil_leak_train_792\cur.jpg,oil_leak_train_792\hist.jpg,oil_leak_train_792\cur_gt.png
oil_leak_train_793\cur.jpg,oil_leak_train_793\hist.jpg,oil_leak_train_793\cur_gt.png
oil_leak_train_795\cur.jpg,oil_leak_train_795\hist.jpg,oil_leak_train_795\cur_gt.png
oil_leak_train_797\cur.jpg,oil_leak_train_797\hist.jpg,oil_leak_train_797\cur_gt.png
oil_leak_train_799\cur.jpg,oil_leak_train_799\hist.jpg,oil_leak_train_799\cur_gt.png
oil_leak_train_8\cur.jpg,oil_leak_train_8\hist.jpg,oil_leak_train_8\cur_gt.png
oil_leak_train_80\cur.jpg,oil_leak_train_80\hist.jpg,oil_leak_train_80\cur_gt.png
oil_leak_train_800\cur.jpg,oil_leak_train_800\hist.jpg,oil_leak_train_800\cur_gt.png
oil_leak_train_801\cur.jpg,oil_leak_train_801\hist.jpg,oil_leak_train_801\cur_gt.png
oil_leak_train_802\cur.jpg,oil_leak_train_802\hist.jpg,oil_leak_train_802\cur_gt.png
oil_leak_train_803\cur.jpg,oil_leak_train_803\hist.jpg,oil_leak_train_803\cur_gt.png
oil_leak_train_805\cur.jpg,oil_leak_train_805\hist.jpg,oil_leak_train_805\cur_gt.png
oil_leak_train_808\cur.jpg,oil_leak_train_808\hist.jpg,oil_leak_train_808\cur_gt.png
oil_leak_train_809\cur.jpg,oil_leak_train_809\hist.jpg,oil_leak_train_809\cur_gt.png
oil_leak_train_81\cur.jpg,oil_leak_train_81\hist.jpg,oil_leak_train_81\cur_gt.png
oil_leak_train_810\cur.jpg,oil_leak_train_810\hist.jpg,oil_leak_train_810\cur_gt.png
oil_leak_train_811\cur.jpg,oil_leak_train_811\hist.jpg,oil_leak_train_811\cur_gt.png
oil_leak_train_812\cur.jpg,oil_leak_train_812\hist.jpg,oil_leak_train_812\cur_gt.png
oil_leak_train_813\cur.jpg,oil_leak_train_813\hist.jpg,oil_leak_train_813\cur_gt.png
oil_leak_train_814\cur.jpg,oil_leak_train_814\hist.jpg,oil_leak_train_814\cur_gt.png
oil_leak_train_815\cur.jpg,oil_leak_train_815\hist.jpg,oil_leak_train_815\cur_gt.png
oil_leak_train_816\cur.jpg,oil_leak_train_816\hist.jpg,oil_leak_train_816\cur_gt.png
oil_leak_train_817\cur.jpg,oil_leak_train_817\hist.jpg,oil_leak_train_817\cur_gt.png
oil_leak_train_818\cur.jpg,oil_leak_train_818\hist.jpg,oil_leak_train_818\cur_gt.png
oil_leak_train_82\cur.jpg,oil_leak_train_82\hist.jpg,oil_leak_train_82\cur_gt.png
oil_leak_train_821\cur.jpg,oil_leak_train_821\hist.jpg,oil_leak_train_821\cur_gt.png
oil_leak_train_822\cur.jpg,oil_leak_train_822\hist.jpg,oil_leak_train_822\cur_gt.png
oil_leak_train_823\cur.jpg,oil_leak_train_823\hist.jpg,oil_leak_train_823\cur_gt.png
oil_leak_train_824\cur.jpg,oil_leak_train_824\hist.jpg,oil_leak_train_824\cur_gt.png
oil_leak_train_825\cur.jpg,oil_leak_train_825\hist.jpg,oil_leak_train_825\cur_gt.png
oil_leak_train_826\cur.jpg,oil_leak_train_826\hist.jpg,oil_leak_train_826\cur_gt.png
oil_leak_train_827\cur.jpg,oil_leak_train_827\hist.jpg,oil_leak_train_827\cur_gt.png
oil_leak_train_828\cur.jpg,oil_leak_train_828\hist.jpg,oil_leak_train_828\cur_gt.png
oil_leak_train_829\cur.jpg,oil_leak_train_829\hist.jpg,oil_leak_train_829\cur_gt.png
oil_leak_train_83\cur.jpg,oil_leak_train_83\hist.jpg,oil_leak_train_83\cur_gt.png
oil_leak_train_830\cur.jpg,oil_leak_train_830\hist.jpg,oil_leak_train_830\cur_gt.png
oil_leak_train_832\cur.jpg,oil_leak_train_832\hist.jpg,oil_leak_train_832\cur_gt.png
oil_leak_train_833\cur.jpg,oil_leak_train_833\hist.jpg,oil_leak_train_833\cur_gt.png
oil_leak_train_834\cur.jpg,oil_leak_train_834\hist.jpg,oil_leak_train_834\cur_gt.png
oil_leak_train_835\cur.jpg,oil_leak_train_835\hist.jpg,oil_leak_train_835\cur_gt.png
oil_leak_train_836\cur.jpg,oil_leak_train_836\hist.jpg,oil_leak_train_836\cur_gt.png
oil_leak_train_837\cur.jpg,oil_leak_train_837\hist.jpg,oil_leak_train_837\cur_gt.png
oil_leak_train_838\cur.jpg,oil_leak_train_838\hist.jpg,oil_leak_train_838\cur_gt.png
oil_leak_train_84\cur.jpg,oil_leak_train_84\hist.jpg,oil_leak_train_84\cur_gt.png
oil_leak_train_840\cur.jpg,oil_leak_train_840\hist.jpg,oil_leak_train_840\cur_gt.png
oil_leak_train_841\cur.jpg,oil_leak_train_841\hist.jpg,oil_leak_train_841\cur_gt.png
oil_leak_train_842\cur.jpg,oil_leak_train_842\hist.jpg,oil_leak_train_842\cur_gt.png
oil_leak_train_845\cur.jpg,oil_leak_train_845\hist.jpg,oil_leak_train_845\cur_gt.png
oil_leak_train_847\cur.jpg,oil_leak_train_847\hist.jpg,oil_leak_train_847\cur_gt.png
oil_leak_train_848\cur.jpg,oil_leak_train_848\hist.jpg,oil_leak_train_848\cur_gt.png
oil_leak_train_849\cur.jpg,oil_leak_train_849\hist.jpg,oil_leak_train_849\cur_gt.png
oil_leak_train_85\cur.jpg,oil_leak_train_85\hist.jpg,oil_leak_train_85\cur_gt.png
oil_leak_train_850\cur.jpg,oil_leak_train_850\hist.jpg,oil_leak_train_850\cur_gt.png
oil_leak_train_852\cur.jpg,oil_leak_train_852\hist.jpg,oil_leak_train_852\cur_gt.png
oil_leak_train_853\cur.jpg,oil_leak_train_853\hist.jpg,oil_leak_train_853\cur_gt.png
oil_leak_train_855\cur.jpg,oil_leak_train_855\hist.jpg,oil_leak_train_855\cur_gt.png
oil_leak_train_856\cur.jpg,oil_leak_train_856\hist.jpg,oil_leak_train_856\cur_gt.png
oil_leak_train_857\cur.jpg,oil_leak_train_857\hist.jpg,oil_leak_train_857\cur_gt.png
oil_leak_train_859\cur.jpg,oil_leak_train_859\hist.jpg,oil_leak_train_859\cur_gt.png
oil_leak_train_86\cur.jpg,oil_leak_train_86\hist.jpg,oil_leak_train_86\cur_gt.png
oil_leak_train_860\cur.jpg,oil_leak_train_860\hist.jpg,oil_leak_train_860\cur_gt.png
oil_leak_train_861\cur.jpg,oil_leak_train_861\hist.jpg,oil_leak_train_861\cur_gt.png
oil_leak_train_862\cur.jpg,oil_leak_train_862\hist.jpg,oil_leak_train_862\cur_gt.png
oil_leak_train_863\cur.jpg,oil_leak_train_863\hist.jpg,oil_leak_train_863\cur_gt.png
oil_leak_train_864\cur.jpg,oil_leak_train_864\hist.jpg,oil_leak_train_864\cur_gt.png
oil_leak_train_866\cur.jpg,oil_leak_train_866\hist.jpg,oil_leak_train_866\cur_gt.png
oil_leak_train_867\cur.jpg,oil_leak_train_867\hist.jpg,oil_leak_train_867\cur_gt.png
oil_leak_train_869\cur.jpg,oil_leak_train_869\hist.jpg,oil_leak_train_869\cur_gt.png
oil_leak_train_87\cur.jpg,oil_leak_train_87\hist.jpg,oil_leak_train_87\cur_gt.png
oil_leak_train_871\cur.jpg,oil_leak_train_871\hist.jpg,oil_leak_train_871\cur_gt.png
oil_leak_train_873\cur.jpg,oil_leak_train_873\hist.jpg,oil_leak_train_873\cur_gt.png
oil_leak_train_874\cur.jpg,oil_leak_train_874\hist.jpg,oil_leak_train_874\cur_gt.png
oil_leak_train_875\cur.jpg,oil_leak_train_875\hist.jpg,oil_leak_train_875\cur_gt.png
oil_leak_train_876\cur.jpg,oil_leak_train_876\hist.jpg,oil_leak_train_876\cur_gt.png
oil_leak_train_877\cur.jpg,oil_leak_train_877\hist.jpg,oil_leak_train_877\cur_gt.png
oil_leak_train_878\cur.jpg,oil_leak_train_878\hist.jpg,oil_leak_train_878\cur_gt.png
oil_leak_train_879\cur.jpg,oil_leak_train_879\hist.jpg,oil_leak_train_879\cur_gt.png
oil_leak_train_88\cur.jpg,oil_leak_train_88\hist.jpg,oil_leak_train_88\cur_gt.png
oil_leak_train_880\cur.jpg,oil_leak_train_880\hist.jpg,oil_leak_train_880\cur_gt.png
oil_leak_train_881\cur.jpg,oil_leak_train_881\hist.jpg,oil_leak_train_881\cur_gt.png
oil_leak_train_882\cur.jpg,oil_leak_train_882\hist.jpg,oil_leak_train_882\cur_gt.png
oil_leak_train_883\cur.jpg,oil_leak_train_883\hist.jpg,oil_leak_train_883\cur_gt.png
oil_leak_train_885\cur.jpg,oil_leak_train_885\hist.jpg,oil_leak_train_885\cur_gt.png
oil_leak_train_886\cur.jpg,oil_leak_train_886\hist.jpg,oil_leak_train_886\cur_gt.png
oil_leak_train_887\cur.jpg,oil_leak_train_887\hist.jpg,oil_leak_train_887\cur_gt.png
oil_leak_train_888\cur.jpg,oil_leak_train_888\hist.jpg,oil_leak_train_888\cur_gt.png
oil_leak_train_889\cur.jpg,oil_leak_train_889\hist.jpg,oil_leak_train_889\cur_gt.png
oil_leak_train_89\cur.jpg,oil_leak_train_89\hist.jpg,oil_leak_train_89\cur_gt.png
oil_leak_train_890\cur.jpg,oil_leak_train_890\hist.jpg,oil_leak_train_890\cur_gt.png
oil_leak_train_891\cur.jpg,oil_leak_train_891\hist.jpg,oil_leak_train_891\cur_gt.png
oil_leak_train_892\cur.jpg,oil_leak_train_892\hist.jpg,oil_leak_train_892\cur_gt.png
oil_leak_train_893\cur.jpg,oil_leak_train_893\hist.jpg,oil_leak_train_893\cur_gt.png
oil_leak_train_894\cur.jpg,oil_leak_train_894\hist.jpg,oil_leak_train_894\cur_gt.png
oil_leak_train_896\cur.jpg,oil_leak_train_896\hist.jpg,oil_leak_train_896\cur_gt.png
oil_leak_train_897\cur.jpg,oil_leak_train_897\hist.jpg,oil_leak_train_897\cur_gt.png
oil_leak_train_898\cur.jpg,oil_leak_train_898\hist.jpg,oil_leak_train_898\cur_gt.png
oil_leak_train_899\cur.jpg,oil_leak_train_899\hist.jpg,oil_leak_train_899\cur_gt.png
oil_leak_train_9\cur.jpg,oil_leak_train_9\hist.jpg,oil_leak_train_9\cur_gt.png
oil_leak_train_90\cur.jpg,oil_leak_train_90\hist.jpg,oil_leak_train_90\cur_gt.png
oil_leak_train_901\cur.jpg,oil_leak_train_901\hist.jpg,oil_leak_train_901\cur_gt.png
oil_leak_train_902\cur.jpg,oil_leak_train_902\hist.jpg,oil_leak_train_902\cur_gt.png
oil_leak_train_903\cur.jpg,oil_leak_train_903\hist.jpg,oil_leak_train_903\cur_gt.png
oil_leak_train_904\cur.jpg,oil_leak_train_904\hist.jpg,oil_leak_train_904\cur_gt.png
oil_leak_train_905\cur.jpg,oil_leak_train_905\hist.jpg,oil_leak_train_905\cur_gt.png
oil_leak_train_906\cur.jpg,oil_leak_train_906\hist.jpg,oil_leak_train_906\cur_gt.png
oil_leak_train_908\cur.jpg,oil_leak_train_908\hist.jpg,oil_leak_train_908\cur_gt.png
oil_leak_train_909\cur.jpg,oil_leak_train_909\hist.jpg,oil_leak_train_909\cur_gt.png
oil_leak_train_91\cur.jpg,oil_leak_train_91\hist.jpg,oil_leak_train_91\cur_gt.png
oil_leak_train_910\cur.jpg,oil_leak_train_910\hist.jpg,oil_leak_train_910\cur_gt.png
oil_leak_train_911\cur.jpg,oil_leak_train_911\hist.jpg,oil_leak_train_911\cur_gt.png
oil_leak_train_912\cur.jpg,oil_leak_train_912\hist.jpg,oil_leak_train_912\cur_gt.png
oil_leak_train_913\cur.jpg,oil_leak_train_913\hist.jpg,oil_leak_train_913\cur_gt.png
oil_leak_train_914\cur.jpg,oil_leak_train_914\hist.jpg,oil_leak_train_914\cur_gt.png
oil_leak_train_915\cur.jpg,oil_leak_train_915\hist.jpg,oil_leak_train_915\cur_gt.png
oil_leak_train_916\cur.jpg,oil_leak_train_916\hist.jpg,oil_leak_train_916\cur_gt.png
oil_leak_train_918\cur.jpg,oil_leak_train_918\hist.jpg,oil_leak_train_918\cur_gt.png
oil_leak_train_919\cur.jpg,oil_leak_train_919\hist.jpg,oil_leak_train_919\cur_gt.png
oil_leak_train_920\cur.jpg,oil_leak_train_920\hist.jpg,oil_leak_train_920\cur_gt.png
oil_leak_train_921\cur.jpg,oil_leak_train_921\hist.jpg,oil_leak_train_921\cur_gt.png
oil_leak_train_923\cur.jpg,oil_leak_train_923\hist.jpg,oil_leak_train_923\cur_gt.png
oil_leak_train_924\cur.jpg,oil_leak_train_924\hist.jpg,oil_leak_train_924\cur_gt.png
oil_leak_train_925\cur.jpg,oil_leak_train_925\hist.jpg,oil_leak_train_925\cur_gt.png
oil_leak_train_927\cur.jpg,oil_leak_train_927\hist.jpg,oil_leak_train_927\cur_gt.png
oil_leak_train_928\cur.jpg,oil_leak_train_928\hist.jpg,oil_leak_train_928\cur_gt.png
oil_leak_train_930\cur.jpg,oil_leak_train_930\hist.jpg,oil_leak_train_930\cur_gt.png
oil_leak_train_931\cur.jpg,oil_leak_train_931\hist.jpg,oil_leak_train_931\cur_gt.png
oil_leak_train_932\cur.jpg,oil_leak_train_932\hist.jpg,oil_leak_train_932\cur_gt.png
oil_leak_train_933\cur.jpg,oil_leak_train_933\hist.jpg,oil_leak_train_933\cur_gt.png
oil_leak_train_934\cur.jpg,oil_leak_train_934\hist.jpg,oil_leak_train_934\cur_gt.png
oil_leak_train_935\cur.jpg,oil_leak_train_935\hist.jpg,oil_leak_train_935\cur_gt.png
oil_leak_train_936\cur.jpg,oil_leak_train_936\hist.jpg,oil_leak_train_936\cur_gt.png
oil_leak_train_937\cur.jpg,oil_leak_train_937\hist.jpg,oil_leak_train_937\cur_gt.png
oil_leak_train_938\cur.jpg,oil_leak_train_938\hist.jpg,oil_leak_train_938\cur_gt.png
oil_leak_train_939\cur.jpg,oil_leak_train_939\hist.jpg,oil_leak_train_939\cur_gt.png
oil_leak_train_94\cur.jpg,oil_leak_train_94\hist.jpg,oil_leak_train_94\cur_gt.png
oil_leak_train_940\cur.jpg,oil_leak_train_940\hist.jpg,oil_leak_train_940\cur_gt.png
oil_leak_train_941\cur.jpg,oil_leak_train_941\hist.jpg,oil_leak_train_941\cur_gt.png
oil_leak_train_943\cur.jpg,oil_leak_train_943\hist.jpg,oil_leak_train_943\cur_gt.png
oil_leak_train_944\cur.jpg,oil_leak_train_944\hist.jpg,oil_leak_train_944\cur_gt.png
oil_leak_train_945\cur.jpg,oil_leak_train_945\hist.jpg,oil_leak_train_945\cur_gt.png
oil_leak_train_946\cur.jpg,oil_leak_train_946\hist.jpg,oil_leak_train_946\cur_gt.png
oil_leak_train_948\cur.jpg,oil_leak_train_948\hist.jpg,oil_leak_train_948\cur_gt.png
oil_leak_train_950\cur.jpg,oil_leak_train_950\hist.jpg,oil_leak_train_950\cur_gt.png
oil_leak_train_951\cur.jpg,oil_leak_train_951\hist.jpg,oil_leak_train_951\cur_gt.png
oil_leak_train_952\cur.jpg,oil_leak_train_952\hist.jpg,oil_leak_train_952\cur_gt.png
oil_leak_train_953\cur.jpg,oil_leak_train_953\hist.jpg,oil_leak_train_953\cur_gt.png
oil_leak_train_955\cur.jpg,oil_leak_train_955\hist.jpg,oil_leak_train_955\cur_gt.png
oil_leak_train_956\cur.jpg,oil_leak_train_956\hist.jpg,oil_leak_train_956\cur_gt.png
oil_leak_train_957\cur.jpg,oil_leak_train_957\hist.jpg,oil_leak_train_957\cur_gt.png
oil_leak_train_958\cur.jpg,oil_leak_train_958\hist.jpg,oil_leak_train_958\cur_gt.png
oil_leak_train_959\cur.jpg,oil_leak_train_959\hist.jpg,oil_leak_train_959\cur_gt.png
oil_leak_train_96\cur.jpg,oil_leak_train_96\hist.jpg,oil_leak_train_96\cur_gt.png
oil_leak_train_960\cur.jpg,oil_leak_train_960\hist.jpg,oil_leak_train_960\cur_gt.png
oil_leak_train_961\cur.jpg,oil_leak_train_961\hist.jpg,oil_leak_train_961\cur_gt.png
oil_leak_train_962\cur.jpg,oil_leak_train_962\hist.jpg,oil_leak_train_962\cur_gt.png
oil_leak_train_963\cur.jpg,oil_leak_train_963\hist.jpg,oil_leak_train_963\cur_gt.png
oil_leak_train_964\cur.jpg,oil_leak_train_964\hist.jpg,oil_leak_train_964\cur_gt.png
oil_leak_train_966\cur.jpg,oil_leak_train_966\hist.jpg,oil_leak_train_966\cur_gt.png
oil_leak_train_968\cur.jpg,oil_leak_train_968\hist.jpg,oil_leak_train_968\cur_gt.png
oil_leak_train_969\cur.jpg,oil_leak_train_969\hist.jpg,oil_leak_train_969\cur_gt.png
oil_leak_train_970\cur.jpg,oil_leak_train_970\hist.jpg,oil_leak_train_970\cur_gt.png
oil_leak_train_971\cur.jpg,oil_leak_train_971\hist.jpg,oil_leak_train_971\cur_gt.png
oil_leak_train_972\cur.jpg,oil_leak_train_972\hist.jpg,oil_leak_train_972\cur_gt.png
oil_leak_train_973\cur.jpg,oil_leak_train_973\hist.jpg,oil_leak_train_973\cur_gt.png
oil_leak_train_974\cur.jpg,oil_leak_train_974\hist.jpg,oil_leak_train_974\cur_gt.png
oil_leak_train_975\cur.jpg,oil_leak_train_975\hist.jpg,oil_leak_train_975\cur_gt.png
oil_leak_train_978\cur.jpg,oil_leak_train_978\hist.jpg,oil_leak_train_978\cur_gt.png
oil_leak_train_979\cur.jpg,oil_leak_train_979\hist.jpg,oil_leak_train_979\cur_gt.png
oil_leak_train_98\cur.jpg,oil_leak_train_98\hist.jpg,oil_leak_train_98\cur_gt.png
oil_leak_train_980\cur.jpg,oil_leak_train_980\hist.jpg,oil_leak_train_980\cur_gt.png
oil_leak_train_983\cur.jpg,oil_leak_train_983\hist.jpg,oil_leak_train_983\cur_gt.png
oil_leak_train_984\cur.jpg,oil_leak_train_984\hist.jpg,oil_leak_train_984\cur_gt.png
oil_leak_train_986\cur.jpg,oil_leak_train_986\hist.jpg,oil_leak_train_986\cur_gt.png
oil_leak_train_988\cur.jpg,oil_leak_train_988\hist.jpg,oil_leak_train_988\cur_gt.png
oil_leak_train_989\cur.jpg,oil_leak_train_989\hist.jpg,oil_leak_train_989\cur_gt.png
oil_leak_train_990\cur.jpg,oil_leak_train_990\hist.jpg,oil_leak_train_990\cur_gt.png
oil_leak_train_991\cur.jpg,oil_leak_train_991\hist.jpg,oil_leak_train_991\cur_gt.png
oil_leak_train_993\cur.jpg,oil_leak_train_993\hist.jpg,oil_leak_train_993\cur_gt.png
oil_leak_train_994\cur.jpg,oil_leak_train_994\hist.jpg,oil_leak_train_994\cur_gt.png
oil_leak_train_995\cur.jpg,oil_leak_train_995\hist.jpg,oil_leak_train_995\cur_gt.png
oil_leak_train_996\cur.jpg,oil_leak_train_996\hist.jpg,oil_leak_train_996\cur_gt.png
oil_leak_train_998\cur.jpg,oil_leak_train_998\hist.jpg,oil_leak_train_998\cur_gt.png
oil_leak_train_999\cur.jpg,oil_leak_train_999\hist.jpg,oil_leak_train_999\cur_gt.png
